class,Max_Ecio,Min_Ecio,Std_Ecio,Max_Rscp,Std_Rscp
no,-25.000000,-25.000000, 0.000000,-75.000000, 2.839349
no,-25.000000,-25.000000, 0.000000,-75.000000, 2.646236
no,-25.000000,-25.000000, 0.000000,-75.000000, 2.396502
yes,-23.000000,-25.000000, 0.311729,-77.000000, 2.230946
no,-23.000000,-25.000000, 0.311729,-77.000000, 2.200347
yes,-23.000000,-25.000000, 0.311729,-77.000000, 2.395617
no,-25.000000,-25.000000, 0.000000,-84.000000, 1.543487
yes,-25.000000,-25.000000, 0.000000,-80.000000, 2.240763
yes,-25.000000,-25.000000, 0.000000,-80.000000, 2.081666
yes,-25.000000,-25.000000, 0.000000,-76.000000, 3.142215
yes,-25.000000,-25.000000, 0.000000,-76.000000, 2.670954
yes,-25.000000,-25.000000, 0.000000,-76.000000, 2.602639
yes,-25.000000,-25.000000, 0.000000,-75.000000, 2.156320
yes,-25.000000,-25.000000, 0.000000,-75.000000, 2.345509
yes,-25.000000,-25.000000, 0.000000,-75.000000, 2.297163
yes,-25.000000,-25.000000, 0.000000,-77.000000, 2.213412
yes,-25.000000,-25.000000, 0.000000,-79.000000, 1.764056
yes,-25.000000,-25.000000, 0.000000,-79.000000, 1.837477
yes,-25.000000,-25.000000, 0.000000,-78.000000, 2.256600
yes,-25.000000,-25.000000, 0.000000,-77.000000, 2.868264
yes,-25.000000,-25.000000, 0.000000,-77.000000, 2.721119
yes,-25.000000,-25.000000, 0.000000,-77.000000, 2.972955
yes,-25.000000,-25.000000, 0.000000,-77.000000, 2.012461
yes,-25.000000,-25.000000, 0.000000,-77.000000, 1.982721
yes,-25.000000,-25.000000, 0.000000,-77.000000, 2.183823
yes,-25.000000,-25.000000, 0.000000,-78.000000, 2.452797
no,-25.000000,-25.000000, 0.000000,-78.000000, 2.312345
no,-25.000000,-25.000000, 0.000000,-78.000000, 2.186275
no,-25.000000,-25.000000, 0.000000,-78.000000, 2.243284
yes,-25.000000,-25.000000, 0.000000,-78.000000, 2.373321
yes,-25.000000,-25.000000, 0.000000,-78.000000, 2.341241
yes,-25.000000,-25.000000, 0.000000,-79.000000, 2.218223
yes,-25.000000,-25.000000, 0.000000,-75.000000, 2.429079
yes,-25.000000,-25.000000, 0.000000,-75.000000, 2.741750
yes,-25.000000,-25.000000, 0.000000,-75.000000, 2.380476
yes,-25.000000,-25.000000, 0.000000,-77.000000, 2.410996
yes,-25.000000,-25.000000, 0.000000,-77.000000, 2.341107
yes,-25.000000,-25.000000, 0.000000,-75.000000, 2.561944
yes,-25.000000,-25.000000, 0.000000,-75.000000, 2.599014
yes,-25.000000,-25.000000, 0.000000,-75.000000, 2.897499
yes,-25.000000,-25.000000, 0.000000,-77.000000, 3.965202
yes,-25.000000,-25.000000, 0.000000,-74.000000, 4.699460
yes,-25.000000,-25.000000, 0.000000,-73.000000, 4.611357
yes,-25.000000,-25.000000, 0.000000,-73.000000, 3.976485
yes,-25.000000,-25.000000, 0.000000,-73.000000, 3.957218
yes,-25.000000,-25.000000, 0.000000,-76.000000, 3.794315
yes,-25.000000,-25.000000, 0.000000,-77.000000, 3.686526
yes,-25.000000,-25.000000, 0.000000,-76.000000, 3.976017
no,-25.000000,-25.000000, 0.000000,-72.000000, 4.542015
no,-25.000000,-25.000000, 0.000000,-72.000000, 4.758103
no,-25.000000,-25.000000, 0.000000,-72.000000, 4.597346
no,-25.000000,-25.000000, 0.000000,-74.000000, 3.567342
no,-25.000000,-25.000000, 0.000000,-77.000000, 3.175559
no,-25.000000,-25.000000, 0.000000,-74.000000, 3.822228
no,-25.000000,-25.000000, 0.000000,-74.000000, 3.195162
yes,-25.000000,-25.000000, 0.000000,-74.000000, 3.117071
yes,-25.000000,-25.000000, 0.000000,-76.000000, 2.998207
yes,-25.000000,-25.000000, 0.000000,-75.000000, 2.743886
yes,-25.000000,-25.000000, 0.000000,-75.000000, 2.475815
yes,-25.000000,-25.000000, 0.000000,-75.000000, 2.737172
yes,-25.000000,-25.000000, 0.000000,-75.000000, 2.936806
yes,-25.000000,-25.000000, 0.000000,-74.000000, 3.652386
yes,-25.000000,-25.000000, 0.000000,-72.000000, 3.406888
yes,-25.000000,-25.000000, 0.000000,-71.000000, 3.517023
yes,-25.000000,-25.000000, 0.000000,-71.000000, 3.398404
yes,-25.000000,-25.000000, 0.000000,-71.000000, 3.267024
yes,-25.000000,-25.000000, 0.000000,-74.000000, 2.803181
no,-25.000000,-25.000000, 0.000000,-76.000000, 2.963547
yes,-25.000000,-25.000000, 0.000000,-74.000000, 3.402488
yes,-25.000000,-25.000000, 0.000000,-74.000000, 3.392622
yes,-25.000000,-25.000000, 0.000000,-74.000000, 3.116953
yes,-25.000000,-25.000000, 0.000000,-72.000000, 2.845178
yes,-25.000000,-25.000000, 0.000000,-72.000000, 2.790664
yes,-25.000000,-25.000000, 0.000000,-72.000000, 2.713283
yes,-25.000000,-25.000000, 0.000000,-82.000000, 0.000000
yes,-25.000000,-25.000000, 0.000000,-71.000000, 5.108816
yes,-25.000000,-25.000000, 0.000000,-71.000000, 4.653512
yes,-25.000000,-25.000000, 0.000000,-71.000000, 4.132549
yes,-25.000000,-25.000000, 0.000000,-71.000000, 3.863636
yes,-25.000000,-25.000000, 0.000000,-73.000000, 4.163875
yes,-25.000000,-25.000000, 0.000000,-73.000000, 4.858913
no,-25.000000,-25.000000, 0.000000,-76.000000, 3.909064
no,-25.000000,-25.000000, 0.000000,-78.000000, 2.991026
yes,-25.000000,-25.000000, 0.000000,-76.000000, 3.448257
yes,-25.000000,-25.000000, 0.000000,-76.000000, 2.242741
yes,-25.000000,-25.000000, 0.000000,-75.000000, 2.333914
yes,-25.000000,-25.000000, 0.000000,-71.000000, 3.627863
yes,-25.000000,-25.000000, 0.000000,-70.000000, 3.743672
yes,-25.000000,-25.000000, 0.000000,-70.000000, 2.575869
yes,-25.000000,-25.000000, 0.000000,-69.000000, 1.971739
yes,-25.000000,-25.000000, 0.000000,-69.000000, 2.272192
yes,-25.000000,-25.000000, 0.000000,-69.000000, 2.493779
yes,-25.000000,-25.000000, 0.000000,-71.000000, 2.641999
yes,-25.000000,-25.000000, 0.000000,-73.000000, 3.224903
yes,-25.000000,-25.000000, 0.000000,-73.000000, 2.934797
yes,-25.000000,-25.000000, 0.000000,-75.000000, 2.227785
yes,-25.000000,-25.000000, 0.000000,-74.000000, 3.487553
yes,-25.000000,-25.000000, 0.000000,-74.000000, 3.376019
yes,-25.000000,-25.000000, 0.000000,-74.000000, 4.231748
yes,-25.000000,-25.000000, 0.000000,-77.000000, 3.515169
yes,-25.000000,-25.000000, 0.000000,-77.000000, 3.747339
yes,-25.000000,-25.000000, 0.000000,-77.000000, 3.726049
yes,-25.000000,-25.000000, 0.000000,-77.000000, 3.966256
yes,-25.000000,-25.000000, 0.000000,-79.000000, 3.452286
yes,-25.000000,-25.000000, 0.000000,-80.000000, 3.055858
yes,-25.000000,-25.000000, 0.000000,-80.000000, 2.881070
yes,-25.000000,-25.000000, 0.000000,-78.000000, 2.644416
yes,-25.000000,-25.000000, 0.000000,-78.000000, 2.733018
yes,-25.000000,-25.000000, 0.000000,-78.000000, 2.846223
yes,-25.000000,-25.000000, 0.000000,-80.000000, 3.511885
yes,-25.000000,-25.000000, 0.000000,-82.000000, 2.186918
yes,-25.000000,-25.000000, 0.000000,-82.000000, 2.326236
yes,-25.000000,-25.000000, 0.000000,-82.000000, 2.426401
no,-25.000000,-25.000000, 0.000000,-83.000000, 2.405398
no,-25.000000,-25.000000, 0.000000,-83.000000, 2.449934
no,-25.000000,-25.000000, 0.000000,-86.000000, 1.746750
no,-19.000000,-25.000000, 1.682125,-76.000000, 3.391444
no,-20.000000,-25.000000, 1.621287,-81.000000, 2.077086
no,-22.000000,-25.000000, 1.135292,-83.000000, 1.885618
no,-14.000000,-25.000000, 3.949684,-78.000000, 2.845213
yes,-13.000000,-25.000000, 4.486207,-75.000000, 3.765165
yes,-13.000000,-25.000000, 4.142658,-75.000000, 3.696208
yes,-13.000000,-25.000000, 3.662492,-75.000000, 1.940309
no,-13.000000,-25.000000, 3.548576,-75.000000, 1.601064
no,-22.000000,-25.000000, 1.290994,-75.000000, 2.645751
yes,-24.000000,-25.000000, 0.353553,-75.000000, 3.090885
yes,-21.000000,-25.000000, 1.500000,-75.000000, 2.035518
yes,-19.000000,-25.000000, 1.801515,-75.000000, 2.070232
yes,-19.000000,-25.000000, 1.769952,-78.000000, 1.890677
yes,-19.000000,-25.000000, 1.843453,-81.000000, 1.384184
yes,-21.000000,-25.000000, 1.314751,-82.000000, 1.378405
yes,-22.000000,-25.000000, 0.612686,-75.000000, 2.775719
yes,-21.000000,-25.000000, 0.748912,-74.000000, 3.215076
yes,-19.000000,-25.000000, 1.214205,-74.000000, 2.818973
yes,-19.000000,-25.000000, 1.311712,-74.000000, 2.379526
yes,-19.000000,-25.000000, 1.653738,-77.000000, 1.895469
yes,-18.000000,-25.000000, 2.585288,-75.000000, 2.131119
yes,-17.000000,-25.000000, 2.660002,-74.000000, 2.426982
yes,-17.000000,-25.000000, 2.635996,-74.000000, 2.413827
yes,-17.000000,-25.000000, 2.600188,-74.000000, 2.166542
yes,-18.000000,-25.000000, 2.334001,-75.000000, 2.256157
yes,-18.000000,-25.000000, 2.448811,-76.000000, 2.191042
yes,-18.000000,-25.000000, 2.135085,-75.000000, 2.312024
no,-19.000000,-25.000000, 1.581139,-74.000000, 2.455256
no,-20.000000,-25.000000, 0.924034,-74.000000, 1.958638
no,-20.000000,-25.000000, 1.038305,-74.000000, 1.872834
no,-21.000000,-25.000000, 0.970143,-75.000000, 2.014652
no,-24.000000,-25.000000, 0.377964,-75.000000, 1.988060
no,-21.000000,-25.000000, 1.670082,-73.000000, 2.621411
yes,-17.000000,-25.000000, 2.212152,-72.000000, 2.251118
yes,-16.000000,-25.000000, 2.270606,-72.000000, 2.704829
yes,-16.000000,-25.000000, 2.443259,-72.000000, 2.681463
yes,-16.000000,-25.000000, 2.366673,-72.000000, 3.327345
yes,-25.000000,-25.000000, 0.000000,-78.000000, 2.878492
yes,-25.000000,-25.000000, 0.000000,-78.000000, 3.060501
no,-14.000000,-25.000000, 3.454974,-73.000000, 2.048748
no,-14.000000,-25.000000, 3.343478,-73.000000, 2.777081
no,-14.000000,-25.000000, 3.316388,-73.000000, 2.668039
no,-13.000000,-25.000000, 3.703061,-72.000000, 3.217241
no,-13.000000,-25.000000, 3.832648,-72.000000, 3.258537
no,-13.000000,-25.000000, 3.457419,-70.000000, 3.653088
no,-14.000000,-25.000000, 3.267716,-69.000000, 3.708290
no,-14.000000,-25.000000, 3.297325,-69.000000, 2.773623
no,-14.000000,-25.000000, 3.374265,-69.000000, 2.920037
no,-15.000000,-25.000000, 2.956020,-70.000000, 2.858214
yes,-12.000000,-25.000000, 3.143417,-70.000000, 2.772137
yes,-12.000000,-25.000000, 3.285134,-71.000000, 2.651671
yes,-12.000000,-25.000000, 3.345864,-72.000000, 2.576954
yes,-17.000000,-25.000000, 2.449490,-75.000000, 2.114882
yes,-16.000000,-25.000000, 2.368201,-74.000000, 2.562038
yes,-16.000000,-25.000000, 2.345639,-74.000000, 2.672648
yes,-16.000000,-25.000000, 2.270266,-74.000000, 2.554904
yes,-17.000000,-25.000000, 2.355793,-74.000000, 2.341910
yes,-17.000000,-25.000000, 2.358835,-74.000000, 2.096202
no,-17.000000,-25.000000, 2.152887,-74.000000, 2.489980
no,-19.000000,-25.000000, 1.771915,-71.000000, 2.632519
yes,-19.000000,-25.000000, 1.978476,-70.000000, 2.655607
yes,-19.000000,-25.000000, 1.905315,-70.000000, 3.072523
yes,-19.000000,-25.000000, 1.563261,-70.000000, 2.981298
no,-18.000000,-25.000000, 1.574786,-74.000000, 2.431389
no,-18.000000,-25.000000, 1.817912,-75.000000, 2.153982
yes,-18.000000,-25.000000, 1.908847,-74.000000, 1.824207
yes,-21.000000,-25.000000, 1.186676,-74.000000, 2.081452
no,-17.000000,-25.000000, 1.840796,-74.000000, 2.181624
no,-16.000000,-25.000000, 2.738613,-75.000000, 2.245366
no,-14.000000,-25.000000, 3.302788,-74.000000, 2.476314
yes,-14.000000,-25.000000, 3.185110,-74.000000, 2.561914
yes,-13.000000,-24.000000, 3.715870,-74.000000, 2.350668
yes,-13.000000,-25.000000, 3.077809,-76.000000, 2.528654
yes,-13.000000,-25.000000, 3.160269,-76.000000, 2.534054
no,-17.000000,-25.000000, 2.961361,-75.000000, 2.737177
no,-15.000000,-25.000000, 3.195887,-72.000000, 3.676689
no,-12.000000,-25.000000, 3.576248,-71.000000, 3.725731
no,-12.000000,-25.000000, 3.258886,-71.000000, 3.558073
yes,-12.000000,-25.000000, 3.213452,-71.000000, 3.013904
no,-15.000000,-25.000000, 2.642721,-74.000000, 2.650472
yes,-15.000000,-25.000000, 3.263681,-73.000000, 2.780114
yes,-15.000000,-25.000000, 2.954494,-69.000000, 2.644938
yes,-13.000000,-25.000000, 2.854511,-69.000000, 2.509277
yes,-13.000000,-25.000000, 2.720518,-69.000000, 2.643676
yes,-13.000000,-25.000000, 2.759400,-71.000000, 2.455315
yes,-16.000000,-25.000000, 2.609714,-71.000000, 2.918073
yes,-17.000000,-25.000000, 1.615074,-77.000000, 1.691482
yes,-17.000000,-25.000000, 1.265332,-77.000000, 1.519232
no,-17.000000,-25.000000, 1.170063,-77.000000, 2.070348
no,-11.000000,-25.000000, 4.207600,-70.000000, 3.736751
no,-11.000000,-25.000000, 5.019928,-70.000000, 4.761316
no,-11.000000,-25.000000, 3.958406,-70.000000, 3.886607
no,-12.000000,-24.000000, 3.153811,-71.000000, 2.778354
no,-14.000000,-24.000000, 2.939874,-73.000000, 2.709365
no,-25.000000,-25.000000, 0.000000,-81.000000, 1.732051
yes,-25.000000,-25.000000, 0.000000,-81.000000, 1.607787
no,-19.000000,-25.000000, 1.131449,-81.000000, 1.785570
no,-19.000000,-25.000000, 1.489985,-80.000000, 2.106219
no,-19.000000,-25.000000, 1.649623,-80.000000, 2.237148
no,-19.000000,-25.000000, 1.720465,-80.000000, 1.833450
no,-25.000000,-25.000000, 0.000000,-80.000000, 1.581139
no,-22.000000,-25.000000, 0.764229,-80.000000, 1.831195
yes,-22.000000,-25.000000, 0.810432,-80.000000, 1.971818
yes,-22.000000,-25.000000, 0.862498,-80.000000, 2.026351
no,-18.000000,-25.000000, 2.604344,-75.000000, 3.088079
no,-19.000000,-25.000000, 2.880972,-78.000000, 3.834058
no,-21.000000,-25.000000, 1.749459,-80.000000, 1.928652
no,-20.000000,-25.000000, 1.674043,-79.000000, 1.883716
no,-18.000000,-25.000000, 2.001063,-78.000000, 2.273030
no,-18.000000,-25.000000, 2.073507,-78.000000, 2.334112
no,-18.000000,-25.000000, 2.412140,-78.000000, 2.704285
no,-21.000000,-25.000000, 1.152416,-79.000000, 1.756974
no,-20.000000,-25.000000, 1.606643,-77.000000, 2.018641
no,-20.000000,-25.000000, 1.501318,-77.000000, 2.063949
no,-20.000000,-25.000000, 1.461186,-77.000000, 1.872477
no,-22.000000,-25.000000, 0.799390,-77.000000, 2.110947
no,-24.000000,-25.000000, 0.156174,-76.000000, 2.350662
no,-20.000000,-25.000000, 0.972864,-76.000000, 2.285881
no,-20.000000,-25.000000, 0.982761,-76.000000, 2.228412
no,-20.000000,-25.000000, 0.979450,-75.000000, 2.294368
no,-21.000000,-25.000000, 0.555151,-75.000000, 2.283508
no,-24.000000,-25.000000, 0.215540,-75.000000, 2.472144
no,-24.000000,-25.000000, 0.223456,-77.000000, 2.099097
no,-23.000000,-25.000000, 0.328798,-77.000000, 2.028328
no,-23.000000,-25.000000, 0.308607,-77.000000, 1.843468
no,-23.000000,-25.000000, 0.382707,-74.000000, 2.636764
no,-21.000000,-25.000000, 0.976467,-74.000000, 2.584347
no,-21.000000,-25.000000, 1.054093,-74.000000, 2.586902
no,-21.000000,-25.000000, 1.437420,-77.000000, 1.675955
no,-23.000000,-25.000000, 0.436436,-70.000000, 3.389760
no,-21.000000,-25.000000, 1.074653,-70.000000, 3.098190
no,-21.000000,-25.000000, 1.033342,-70.000000, 3.413168
yes,-21.000000,-25.000000, 1.051854,-71.000000, 3.201641
no,-21.000000,-25.000000, 0.731063,-71.000000, 3.530896
no,-25.000000,-25.000000, 0.000000,-71.000000, 2.288689
no,-22.000000,-25.000000, 1.329160,-75.000000, 2.250926
no,-22.000000,-25.000000, 0.884047,-69.000000, 3.691154
no,-22.000000,-25.000000, 0.676736,-69.000000, 4.064694
yes,-22.000000,-25.000000, 0.585540,-69.000000, 4.020039
yes,-22.000000,-25.000000, 0.542627,-71.000000, 3.373449
yes,-21.000000,-25.000000, 1.274044,-71.000000, 3.646519
yes,-21.000000,-25.000000, 1.306779,-71.000000, 3.441883
yes,-21.000000,-25.000000, 1.071884,-71.000000, 2.880526
yes,-21.000000,-25.000000, 0.605763,-70.000000, 3.011231
no,-21.000000,-25.000000, 0.599708,-70.000000, 3.088097
no,-21.000000,-25.000000, 0.727000,-70.000000, 3.420043
no,-15.000000,-25.000000, 2.661453,-73.000000, 3.012197
no,-15.000000,-25.000000, 2.480346,-72.000000, 2.340126
no,-15.000000,-25.000000, 2.112102,-72.000000, 2.288625
no,-22.000000,-25.000000, 0.629393,-72.000000, 2.230227
no,-22.000000,-25.000000, 0.800966,-73.000000, 2.071780
no,-20.000000,-25.000000, 1.118196,-73.000000, 2.340407
no,-20.000000,-25.000000, 1.161370,-73.000000, 2.340523
yes,-20.000000,-25.000000, 1.449320,-72.000000, 2.631464
yes,-18.000000,-25.000000, 2.200000,-72.000000, 2.121320
yes,-18.000000,-25.000000, 2.222660,-72.000000, 2.132818
yes,-18.000000,-25.000000, 2.120985,-72.000000, 2.342473
yes,-21.000000,-25.000000, 0.884087,-71.000000, 2.425914
no,-21.000000,-25.000000, 0.750782,-71.000000, 2.279993
no,-21.000000,-25.000000, 0.901349,-71.000000, 2.517509
no,-21.000000,-25.000000, 0.689319,-71.000000, 2.566361
no,-21.000000,-25.000000, 0.776685,-71.000000, 2.633737
no,-25.000000,-25.000000, 0.000000,-71.000000, 2.388243
yes,-25.000000,-25.000000, 0.000000,-71.000000, 2.676296
yes,-24.000000,-25.000000, 0.154303,-71.000000, 2.798394
yes,-24.000000,-25.000000, 0.166667,-71.000000, 2.980359
yes,-23.000000,-25.000000, 0.398410,-70.000000, 2.144576
yes,-23.000000,-25.000000, 0.378932,-70.000000, 2.412441
yes,-23.000000,-25.000000, 0.360827,-68.000000, 2.757379
yes,-22.000000,-25.000000, 0.543049,-68.000000, 2.728211
no,-19.000000,-25.000000, 1.342214,-68.000000, 2.451557
no,-19.000000,-25.000000, 1.355167,-70.000000, 2.158710
no,-19.000000,-25.000000, 1.526438,-70.000000, 2.132856
no,-21.000000,-25.000000, 0.892915,-69.000000, 2.291831
no,-21.000000,-25.000000, 0.849076,-67.000000, 2.291980
no,-21.000000,-25.000000, 0.732421,-66.000000, 3.004516
no,-23.000000,-25.000000, 0.372425,-66.000000, 3.115299
no,-24.000000,-25.000000, 0.145865,-65.000000, 2.522975
no,-25.000000,-25.000000, 0.000000,-65.000000, 2.242667
no,-25.000000,-25.000000, 0.000000,-65.000000, 2.928638
no,-25.000000,-25.000000, 0.000000,-66.000000, 3.284161
yes,-24.000000,-25.000000, 0.196116,-64.000000, 3.036445
yes,-24.000000,-25.000000, 0.154303,-64.000000, 2.861089
yes,-24.000000,-25.000000, 0.142857,-64.000000, 2.686734
yes,-25.000000,-25.000000, 0.000000,-66.000000, 2.901226
yes,-25.000000,-25.000000, 0.000000,-67.000000, 3.385510
yes,-23.000000,-25.000000, 0.358795,-67.000000, 3.081745
yes,-23.000000,-25.000000, 0.388307,-68.000000, 2.775759
yes,-23.000000,-25.000000, 0.548319,-68.000000, 2.254987
yes,-24.000000,-25.000000, 0.447214,-68.000000, 2.302173
yes,-16.000000,-25.000000, 2.992238,-72.000000, 3.631187
no,-25.000000,-25.000000, 0.000000,-73.000000, 0.000000
no,-25.000000,-25.000000, 0.000000,-67.000000, 2.527939
no,-23.000000,-25.000000, 0.436170,-60.000000, 3.800995
no,-22.000000,-25.000000, 0.557436,-60.000000, 3.473019
yes,-22.000000,-25.000000, 0.585165,-60.000000, 2.330786
yes,-22.000000,-25.000000, 0.515539,-63.000000, 1.403208
yes,-25.000000,-25.000000, 0.000000,-62.000000, 2.659944
yes,-25.000000,-25.000000, 0.000000,-62.000000, 3.512248
yes,-25.000000,-25.000000, 0.000000,-60.000000, 4.004094
yes,-25.000000,-25.000000, 0.000000,-58.000000, 4.435858
yes,-24.000000,-25.000000, 0.219784,-58.000000, 4.235010
yes,-24.000000,-25.000000, 0.249637,-58.000000, 4.093355
yes,-24.000000,-25.000000, 0.252262,-63.000000, 2.373039
yes,-22.000000,-25.000000, 0.447214,-65.000000, 1.887760
yes,-22.000000,-25.000000, 0.409558,-65.000000, 2.066402
yes,-22.000000,-25.000000, 0.476570,-65.000000, 2.479919
yes,-23.000000,-25.000000, 0.381419,-66.000000, 3.009401
yes,-23.000000,-25.000000, 0.489246,-66.000000, 3.002880
yes,-23.000000,-25.000000, 0.527303,-66.000000, 3.545351
yes,-23.000000,-25.000000, 0.457991,-66.000000, 3.200610
yes,-23.000000,-25.000000, 0.345705,-68.000000, 3.217900
yes,-24.000000,-25.000000, 0.188982,-69.000000, 3.083280
yes,-24.000000,-25.000000, 0.282330,-69.000000, 2.926330
no,-24.000000,-25.000000, 0.280306,-68.000000, 1.904047
no,-23.000000,-25.000000, 0.430946,-67.000000, 2.043679
no,-23.000000,-25.000000, 0.389118,-67.000000, 2.729003
yes,-23.000000,-25.000000, 0.471251,-67.000000, 3.096500
yes,-23.000000,-25.000000, 0.349908,-67.000000, 3.484397
yes,-23.000000,-25.000000, 0.349908,-67.000000, 2.603745
yes,-25.000000,-25.000000, 0.000000,-67.000000, 2.410857
yes,-25.000000,-25.000000, 0.000000,-64.000000, 2.772885
no,-25.000000,-25.000000, 0.000000,-64.000000, 2.904716
yes,-25.000000,-25.000000, 0.000000,-64.000000, 2.136863
yes,-25.000000,-25.000000, 0.000000,-62.000000, 2.014089
yes,-25.000000,-25.000000, 0.000000,-62.000000, 1.932257
yes,-25.000000,-25.000000, 0.000000,-62.000000, 1.912538
yes,-25.000000,-25.000000, 0.000000,-62.000000, 1.681446
yes,-25.000000,-25.000000, 0.000000,-62.000000, 2.404744
yes,-24.000000,-25.000000, 0.253708,-62.000000, 2.486978
yes,-24.000000,-25.000000, 0.253708,-62.000000, 2.486978
yes,-24.000000,-25.000000, 0.245935,-63.000000, 3.350493
