class,Max_Ecio,Min_Ecio,Std_Ecio,Max_Rscp,Std_Rscp
yes,-25.000000,-25.000000, 0.000000,-68.000000, 2.733572
yes,-25.000000,-25.000000, 0.000000,-67.000000, 2.842724
yes,-25.000000,-25.000000, 0.000000,-66.000000, 2.662055
yes,-25.000000,-25.000000, 0.000000,-62.000000, 2.936250
yes,-22.000000,-25.000000, 0.536862,-60.000000, 3.377558
yes,-22.000000,-25.000000, 0.546948,-60.000000, 2.776210
yes,-22.000000,-25.000000, 0.557436,-60.000000, 2.525072
yes,-24.000000,-25.000000, 0.284885,-62.000000, 2.335713
yes,-7.000000,-13.000000, 1.503668,-47.000000, 2.758193
yes,-8.000000,-13.000000, 1.410760,-47.000000, 3.134972
yes,-8.000000,-13.000000, 1.333772,-50.000000, 2.149051
yes,-9.000000,-13.000000, 1.521278,-46.000000, 1.843909
yes,-8.000000,-13.000000, 1.448767,-43.000000, 1.465004
yes,-8.000000,-13.000000, 1.448767,-43.000000, 1.465004
yes,-8.000000,-13.000000, 1.525799,-43.000000, 1.711389
yes,-12.000000,-13.000000, 0.196116,-45.000000, 4.711524
yes,-12.000000,-13.000000, 0.282057,-45.000000, 4.182803
yes,-12.000000,-13.000000, 0.278718,-45.000000, 3.942346
yes,-12.000000,-13.000000, 0.264351,-44.000000, 3.527074
yes,-12.000000,-14.000000, 0.220863,-44.000000, 3.054005
yes,-13.000000,-14.000000, 0.215540,-44.000000, 3.464102
yes,-13.000000,-14.000000, 0.244623,-47.000000, 2.458070
yes,-13.000000,-14.000000, 0.229184,-47.000000, 2.414881
yes,-13.000000,-14.000000, 0.187256,-46.000000, 2.551228
yes,-13.000000,-14.000000, 0.134840,-44.000000, 3.540340
yes,-13.000000,-13.000000, 0.000000,-44.000000, 3.330441
yes,-13.000000,-13.000000, 0.000000,-44.000000, 3.629996
yes,-13.000000,-14.000000, 0.142857,-46.000000, 3.488806
yes,-13.000000,-14.000000, 0.147442,-46.000000, 3.295510
yes,-13.000000,-14.000000, 0.206185,-49.000000, 2.445641
yes,-13.000000,-14.000000, 0.147442,-49.000000, 3.050699
yes,-12.000000,-14.000000, 0.224867,-49.000000, 3.209229
yes,-12.000000,-13.000000, 0.206185,-49.000000, 3.195407
yes,-12.000000,-13.000000, 0.206185,-49.000000, 2.884659
yes,-13.000000,-13.000000, 0.000000,-47.000000, 2.386860
yes,-13.000000,-13.000000, 0.000000,-47.000000, 2.185210
yes,-13.000000,-13.000000, 0.000000,-47.000000, 1.896363
yes,-13.000000,-13.000000, 0.000000,-48.000000, 1.781961
yes,-13.000000,-14.000000, 0.401918,-48.000000, 4.552092
yes,-13.000000,-14.000000, 0.393750,-51.000000, 3.666465
yes,-13.000000,-14.000000, 0.393750,-51.000000, 3.479572
yes,-12.000000,-14.000000, 0.377964,-51.000000, 3.142767
yes,-12.000000,-14.000000, 0.272166,-52.000000, 2.998015
yes,-12.000000,-14.000000, 0.301511,-52.000000, 2.727493
yes,-12.000000,-14.000000, 0.262613,-51.000000, 2.799453
yes,-12.000000,-14.000000, 0.260378,-51.000000, 2.731401
yes,-12.000000,-14.000000, 0.223607,-51.000000, 2.979605
yes,-12.000000,-13.000000, 0.218085,-48.000000, 3.758243
yes,-12.000000,-14.000000, 0.272746,-48.000000, 3.144876
yes,-12.000000,-14.000000, 0.286711,-47.000000, 3.143417
yes,-12.000000,-14.000000, 0.334039,-47.000000, 3.400731
yes,-12.000000,-14.000000, 0.354152,-47.000000, 3.585753
yes,-12.000000,-14.000000, 0.334039,-47.000000, 3.659636
yes,-12.000000,-14.000000, 0.298142,-47.000000, 3.556613
yes,-12.000000,-13.000000, 0.149071,-47.000000, 2.113688
yes,-13.000000,-13.000000, 0.000000,-46.000000, 2.692489
yes,-10.000000,-14.000000, 0.494962,-46.000000, 2.740785
yes,-10.000000,-14.000000, 0.714826,-46.000000, 3.012373
yes,-9.000000,-14.000000, 1.304308,-46.000000, 2.870158
yes,-8.000000,-13.000000, 1.450932,-46.000000, 2.685014
yes,-8.000000,-13.000000, 1.464247,-46.000000, 2.745919
yes,-8.000000,-14.000000, 1.173903,-41.000000, 4.063449
yes,-10.000000,-14.000000, 0.675468,-41.000000, 4.805520
yes,-9.000000,-14.000000, 1.210127,-41.000000, 4.865972
yes,-9.000000,-13.000000, 1.264464,-43.000000, 4.902323
yes,-8.000000,-13.000000, 1.336665,-43.000000, 4.089373
yes,-8.000000,-13.000000, 1.056486,-46.000000, 3.775519
yes,-8.000000,-13.000000, 1.117808,-46.000000, 3.881190
yes,-9.000000,-14.000000, 1.130560,-46.000000, 3.945991
yes,-9.000000,-14.000000, 1.198875,-53.000000, 2.782456
yes,-9.000000,-14.000000, 1.250000,-53.000000, 2.880249
yes,-7.000000,-13.000000, 2.035401,-48.000000, 0.899735
yes,-7.000000,-13.000000, 1.954078,-48.000000, 3.940011
yes,-7.000000,-13.000000, 1.585188,-48.000000, 3.581917
yes,-8.000000,-13.000000, 1.313579,-49.000000, 2.713229
yes,-8.000000,-13.000000, 1.296731,-49.000000, 2.624498
yes,-8.000000,-13.000000, 1.397575,-49.000000, 2.187150
yes,-11.000000,-13.000000, 0.894427,-52.000000, 2.000000
yes,-9.000000,-13.000000, 1.394035,-51.000000, 2.424184
yes,-8.000000,-13.000000, 1.539710,-51.000000, 3.147550
yes,-7.000000,-13.000000, 1.983762,-51.000000, 3.054866
yes,-7.000000,-13.000000, 2.138801,-48.000000, 3.602353
yes,-7.000000,-13.000000, 2.223016,-48.000000, 2.831232
yes,-7.000000,-13.000000, 2.051828,-48.000000, 2.797022
yes,-7.000000,-13.000000, 1.928528,-50.000000, 2.852742
yes,-7.000000,-13.000000, 1.926923,-50.000000, 2.446802
yes,-7.000000,-13.000000, 1.866974,-51.000000, 2.627269
yes,-7.000000,-13.000000, 1.909675,-54.000000, 2.671825
yes,-7.000000,-13.000000, 1.795828,-51.000000, 3.287018
yes,-7.000000,-14.000000, 2.077967,-50.000000, 3.760029
yes,-7.000000,-14.000000, 1.946836,-50.000000, 3.306969
yes,-7.000000,-14.000000, 1.966778,-50.000000, 3.730394
yes,-6.000000,-14.000000, 1.922070,-52.000000, 3.196586
yes,-6.000000,-14.000000, 1.830588,-52.000000, 2.955184
yes,-6.000000,-15.000000, 2.072169,-52.000000, 3.175636
yes,-8.000000,-15.000000, 1.413587,-53.000000, 2.993788
yes,-10.000000,-15.000000, 0.665168,-56.000000, 2.419647
yes,-13.000000,-14.000000, 0.266747,-55.000000, 2.663981
yes,-10.000000,-14.000000, 0.861945,-54.000000, 2.791930
yes,-10.000000,-25.000000, 3.765217,-54.000000, 4.890240
yes,-10.000000,-25.000000, 4.344748,-54.000000, 4.947064
yes,-13.000000,-25.000000, 3.141260,-57.000000, 4.153686
yes,-10.000000,-25.000000, 3.317682,-57.000000, 3.378777
no,-8.000000,-22.000000, 3.168555,-57.000000, 3.103325
no,-8.000000,-20.000000, 3.243798,-58.000000, 2.941002
no,-8.000000,-20.000000, 3.329357,-59.000000, 2.460769
no,-16.000000,-20.000000, 0.928783,-58.000000, 2.103111
no,-10.000000,-20.000000, 2.876653,-58.000000, 2.770546
no,-9.000000,-20.000000, 3.111407,-58.000000, 2.818930
no,-9.000000,-19.000000, 2.661901,-58.000000, 2.818307
no,-9.000000,-21.000000, 3.232897,-58.000000, 2.779739
no,-10.000000,-21.000000, 2.296242,-57.000000, 2.332993
yes,-10.000000,-21.000000, 2.194072,-57.000000, 2.813720
yes,-10.000000,-19.000000, 2.269377,-57.000000, 3.277689
yes,-10.000000,-22.000000, 2.965544,-58.000000, 3.105540
yes,-10.000000,-22.000000, 2.701776,-58.000000, 2.884795
yes,-10.000000,-22.000000, 2.705546,-58.000000, 2.835399
yes,-13.000000,-20.000000, 1.797533,-60.000000, 2.364075
yes,-13.000000,-20.000000, 1.638899,-60.000000, 2.257462
no,-13.000000,-20.000000, 1.591398,-60.000000, 2.032288
no,-10.000000,-20.000000, 2.586541,-60.000000, 2.202850
no,-8.000000,-19.000000, 2.751399,-61.000000, 2.271218
no,-8.000000,-25.000000, 3.297412,-62.000000, 2.523196
no,-8.000000,-25.000000, 5.988016,-62.000000, 5.730860
no,-12.000000,-25.000000, 3.917850,-62.000000, 5.127338
no,-18.000000,-25.000000, 1.485293,-68.000000, 3.765534
yes,-18.000000,-25.000000, 1.318176,-68.000000, 3.260553
yes,-21.000000,-25.000000, 0.641018,-68.000000, 2.660454
yes,-24.000000,-25.000000, 0.206185,-69.000000, 2.193204
yes,-20.000000,-25.000000, 1.056236,-71.000000, 1.816259
yes,-19.000000,-25.000000, 1.749587,-68.000000, 2.126221
yes,-19.000000,-25.000000, 2.027009,-68.000000, 2.247943
no,-18.000000,-25.000000, 2.278058,-68.000000, 2.243572
no,-15.000000,-25.000000, 2.728796,-69.000000, 2.165145
no,-15.000000,-25.000000, 2.725224,-69.000000, 2.313316
no,-15.000000,-25.000000, 2.918241,-69.000000, 2.662274
no,-18.000000,-25.000000, 2.357864,-68.000000, 3.012320
no,-16.000000,-25.000000, 2.556039,-68.000000, 2.364731
no,-16.000000,-25.000000, 2.554008,-68.000000, 2.406588
no,-16.000000,-25.000000, 2.204832,-71.000000, 2.107190
no,-19.000000,-25.000000, 1.062284,-71.000000, 1.897787
yes,-19.000000,-25.000000, 1.153653,-71.000000, 2.053706
yes,-19.000000,-25.000000, 1.449688,-72.000000, 1.890700
yes,-20.000000,-25.000000, 1.234863,-72.000000, 1.731942
yes,-20.000000,-25.000000, 1.301223,-72.000000, 1.653738
no,-18.000000,-25.000000, 1.998846,-66.000000, 3.350545
yes,-17.000000,-25.000000, 2.366120,-65.000000, 2.212259
yes,-17.000000,-25.000000, 2.414128,-65.000000, 2.767594
yes,-16.000000,-25.000000, 2.904426,-65.000000, 4.097877
yes,-16.000000,-25.000000, 2.910293,-66.000000, 4.204358
yes,-16.000000,-25.000000, 3.038294,-66.000000, 4.219930
no,-21.000000,-25.000000, 1.401647,-74.000000, 1.686599
no,-21.000000,-25.000000, 1.257780,-73.000000, 2.078805
no,-20.000000,-25.000000, 1.271447,-69.000000, 2.376656
no,-20.000000,-25.000000, 1.114308,-69.000000, 1.876076
yes,-20.000000,-25.000000, 0.974156,-69.000000, 2.203985
yes,-12.000000,-25.000000, 4.108148,-65.000000, 3.384295
yes,-12.000000,-25.000000, 4.652649,-65.000000, 3.965126
yes,-12.000000,-25.000000, 3.579156,-65.000000, 2.808406
yes,-12.000000,-25.000000, 3.467537,-65.000000, 2.760367
yes,-14.000000,-25.000000, 3.354905,-67.000000, 2.524952
yes,-10.000000,-23.000000, 3.478284,-67.000000, 1.702487
yes,-10.000000,-24.000000, 3.128249,-65.000000, 2.337759
yes,-10.000000,-24.000000, 3.698221,-65.000000, 2.208356
no,-11.000000,-24.000000, 3.238365,-65.000000, 2.427421
no,-13.000000,-25.000000, 2.711728,-68.000000, 1.914606
yes,-13.000000,-25.000000, 2.861557,-69.000000, 1.870521
yes,-13.000000,-25.000000, 4.018340,-70.000000, 2.566756
yes,-22.000000,-25.000000, 0.966681,-72.000000, 2.606697
no,-22.000000,-25.000000, 0.798852,-72.000000, 2.217628
no,-22.000000,-25.000000, 0.465609,-73.000000, 2.244040
no,-23.000000,-25.000000, 0.299270,-73.000000, 2.160714
yes,-23.000000,-25.000000, 0.368394,-73.000000, 2.493643
yes,-21.000000,-25.000000, 0.934622,-72.000000, 2.467176
yes,-20.000000,-25.000000, 1.611974,-72.000000, 2.199650
yes,-20.000000,-25.000000, 1.554952,-72.000000, 2.046441
no,-20.000000,-25.000000, 1.393690,-71.000000, 2.119255
no,-18.000000,-25.000000, 2.073732,-71.000000, 1.964907
no,-18.000000,-25.000000, 2.322074,-71.000000, 1.973804
no,-16.000000,-25.000000, 2.873101,-68.000000, 2.114392
no,-14.000000,-25.000000, 3.197695,-68.000000, 2.094968
no,-14.000000,-25.000000, 3.360956,-68.000000, 1.985843
yes,-25.000000,-25.000000, 0.000000,-69.000000, 2.696799
no,-25.000000,-25.000000, 0.000000,-64.000000, 3.049414
no,-25.000000,-25.000000, 0.000000,-64.000000, 3.049414
no,-25.000000,-25.000000, 0.000000,-64.000000, 3.049414
no,-25.000000,-25.000000, 0.000000,-64.000000, 3.049414
no,-25.000000,-25.000000, 0.000000,-64.000000, 3.049414
yes,-25.000000,-25.000000, 0.000000,-64.000000, 3.049414
yes,-25.000000,-25.000000, 0.000000,-64.000000, 3.049414
yes,-24.000000,-25.000000, 0.288675,-71.000000, 3.128559
yes,-24.000000,-25.000000, 0.245935,-68.000000, 3.221494
yes,-24.000000,-25.000000, 0.213083,-68.000000, 2.933557
yes,-24.000000,-25.000000, 0.179605,-68.000000, 2.564858
yes,-25.000000,-25.000000, 0.000000,-70.000000, 1.752920
no,-25.000000,-25.000000, 0.000000,-67.000000, 1.625687
yes,-25.000000,-25.000000, 0.000000,-67.000000, 1.625687
yes,-25.000000,-25.000000, 0.000000,-67.000000, 1.625687
no,-25.000000,-25.000000, 0.000000,-64.000000, 3.049414
no,-25.000000,-25.000000, 0.000000,-69.000000, 2.451757
no,-25.000000,-25.000000, 0.000000,-66.000000, 2.750340
no,-25.000000,-25.000000, 0.000000,-66.000000, 3.187732
yes,-25.000000,-25.000000, 0.000000,-66.000000, 3.121775
yes,-25.000000,-25.000000, 0.000000,-71.000000, 2.367148
no,-25.000000,-25.000000, 0.000000,-70.000000, 2.291844
no,-25.000000,-25.000000, 0.000000,-70.000000, 2.053268
no,-25.000000,-25.000000, 0.000000,-70.000000, 2.050499
no,-25.000000,-25.000000, 0.000000,-69.000000, 2.506669
no,-25.000000,-25.000000, 0.000000,-69.000000, 2.524109
no,-25.000000,-25.000000, 0.000000,-67.000000, 2.762359
no,-25.000000,-25.000000, 0.000000,-67.000000, 2.639456
no,-25.000000,-25.000000, 0.000000,-67.000000, 2.780035
no,-25.000000,-25.000000, 0.000000,-69.000000, 2.660658
no,-25.000000,-25.000000, 0.000000,-71.000000, 2.921522
no,-25.000000,-25.000000, 0.000000,-71.000000, 2.971427
no,-25.000000,-25.000000, 0.000000,-72.000000, 2.540686
no,-25.000000,-25.000000, 0.000000,-72.000000, 2.481511
no,-25.000000,-25.000000, 0.000000,-69.000000, 2.227197
no,-25.000000,-25.000000, 0.000000,-69.000000, 2.483353
no,-25.000000,-25.000000, 0.000000,-69.000000, 2.704081
no,-25.000000,-25.000000, 0.000000,-71.000000, 2.205241
no,-25.000000,-25.000000, 0.000000,-70.000000, 1.977440
no,-25.000000,-25.000000, 0.000000,-70.000000, 2.007063
no,-25.000000,-25.000000, 0.000000,-70.000000, 1.890804
no,-25.000000,-25.000000, 0.000000,-68.000000, 2.165145
no,-25.000000,-25.000000, 0.000000,-68.000000, 3.350141
no,-25.000000,-25.000000, 0.000000,-68.000000, 3.813270
no,-25.000000,-25.000000, 0.000000,-67.000000, 3.692745
no,-25.000000,-25.000000, 0.000000,-67.000000, 3.032944
no,-25.000000,-25.000000, 0.000000,-67.000000, 2.924928
no,-25.000000,-25.000000, 0.000000,-68.000000, 2.655928
no,-25.000000,-25.000000, 0.000000,-68.000000, 1.901159
no,-25.000000,-25.000000, 0.000000,-68.000000, 1.765968
no,-25.000000,-25.000000, 0.000000,-69.000000, 2.923265
no,-25.000000,-25.000000, 0.000000,-62.000000, 4.559091
no,-25.000000,-25.000000, 0.000000,-61.000000, 5.354232
no,-25.000000,-25.000000, 0.000000,-61.000000, 2.904263
no,-25.000000,-25.000000, 0.000000,-61.000000, 2.515208
no,-25.000000,-25.000000, 0.000000,-65.000000, 2.097820
no,-25.000000,-25.000000, 0.000000,-64.000000, 2.144642
no,-25.000000,-25.000000, 0.000000,-63.000000, 2.574275
no,-25.000000,-25.000000, 0.000000,-63.000000, 2.523052
no,-25.000000,-25.000000, 0.000000,-63.000000, 1.578956
no,-23.000000,-25.000000, 0.354406,-63.000000, 1.446134
no,-23.000000,-25.000000, 0.402360,-64.000000, 2.677481
no,-22.000000,-25.000000, 0.546948,-64.000000, 4.075003
no,-22.000000,-25.000000, 0.658710,-64.000000, 3.631742
no,-22.000000,-25.000000, 0.663515,-69.000000, 2.099882
yes,-22.000000,-25.000000, 0.612870,-69.000000, 1.788854
yes,-22.000000,-25.000000, 1.090424,-67.000000, 1.684579
yes,-21.000000,-25.000000, 1.185256,-67.000000, 2.568858
yes,-17.000000,-25.000000, 1.981735,-67.000000, 2.927922
yes,-12.000000,-25.000000, 4.461960,-65.000000, 3.194376
yes,-9.000000,-25.000000, 4.823972,-64.000000, 6.301515
yes,-9.000000,-25.000000, 5.331391,-64.000000, 5.907231
yes,-9.000000,-25.000000, 4.343654,-64.000000, 5.212604
yes,-23.000000,-25.000000, 0.444362,-75.000000, 2.078339
no,-21.000000,-25.000000, 0.632341,-77.000000, 1.564761
no,-21.000000,-25.000000, 0.867051,-78.000000, 1.369241
no,-21.000000,-25.000000, 0.920758,-76.000000, 1.329178
no,-20.000000,-25.000000, 1.445998,-74.000000, 2.067058
no,-19.000000,-25.000000, 1.752920,-74.000000, 2.184734
no,-19.000000,-25.000000, 1.872717,-74.000000, 2.417668
no,-18.000000,-25.000000, 1.969806,-74.000000, 2.558672
no,-15.000000,-25.000000, 2.666967,-69.000000, 3.467158
no,-14.000000,-25.000000, 3.655002,-67.000000, 4.331301
no,-14.000000,-25.000000, 3.772447,-66.000000, 4.431653
no,-14.000000,-25.000000, 4.108266,-66.000000, 5.314317
no,-14.000000,-25.000000, 4.015895,-66.000000, 5.611002
no,-19.000000,-25.000000, 1.031078,-70.000000, 2.424307
no,-21.000000,-25.000000, 0.755929,-74.000000, 2.052873
no,-25.000000,-25.000000, 0.000000,-75.000000, 1.945968
no,-18.000000,-25.000000, 1.790095,-70.000000, 2.676343
no,-16.000000,-25.000000, 2.642067,-70.000000, 2.371640
no,-16.000000,-25.000000, 2.693051,-70.000000, 2.526626
no,-15.000000,-25.000000, 2.689808,-69.000000, 2.795172
yes,-15.000000,-25.000000, 3.218933,-69.000000, 2.645514
yes,-15.000000,-25.000000, 3.227880,-69.000000, 2.553606
no,-19.000000,-25.000000, 1.344165,-73.000000, 1.638175
no,-17.000000,-25.000000, 2.106219,-74.000000, 1.711048
no,-17.000000,-25.000000, 2.310379,-75.000000, 2.057026
yes,-17.000000,-25.000000, 2.521938,-73.000000, 2.277128
yes,-17.000000,-25.000000, 2.438950,-73.000000, 2.500653
no,-17.000000,-25.000000, 2.485183,-73.000000, 2.466825
no,-18.000000,-25.000000, 2.095699,-76.000000, 1.610312
no,-20.000000,-25.000000, 1.363400,-75.000000, 1.689928
no,-17.000000,-25.000000, 2.280598,-75.000000, 1.912562
no,-16.000000,-25.000000, 2.762747,-75.000000, 2.113917
no,-16.000000,-25.000000, 2.716553,-75.000000, 2.509811
no,-16.000000,-25.000000, 2.839896,-75.000000, 2.586761
no,-15.000000,-25.000000, 2.910214,-75.000000, 2.848816
no,-15.000000,-25.000000, 2.510338,-77.000000, 2.293824
no,-15.000000,-25.000000, 2.556923,-77.000000, 2.337607
no,-18.000000,-25.000000, 2.128300,-78.000000, 2.628398
no,-18.000000,-25.000000, 2.062580,-78.000000, 2.613470
no,-18.000000,-25.000000, 1.899375,-78.000000, 2.498587
no,-18.000000,-25.000000, 1.919569,-78.000000, 2.037709
no,-18.000000,-25.000000, 1.998870,-78.000000, 2.301068
no,-16.000000,-25.000000, 2.304165,-77.000000, 2.571593
no,-16.000000,-25.000000, 2.416008,-74.000000, 2.585142
no,-16.000000,-25.000000, 2.430745,-74.000000, 2.403527
no,-15.000000,-25.000000, 2.500909,-74.000000, 2.216710
no,-15.000000,-25.000000, 2.527625,-76.000000, 2.138219
no,-15.000000,-25.000000, 2.487165,-76.000000, 1.989465
no,-16.000000,-25.000000, 2.467476,-77.000000, 2.318955
no,-16.000000,-25.000000, 2.463564,-77.000000, 2.320029
no,-16.000000,-25.000000, 2.639809,-77.000000, 2.492939
no,-16.000000,-25.000000, 2.462348,-78.000000, 1.904980
no,-16.000000,-25.000000, 2.402883,-78.000000, 2.434369
no,-19.000000,-25.000000, 2.074589,-78.000000, 2.474829
no,-19.000000,-25.000000, 1.956998,-78.000000, 2.192755
no,-19.000000,-25.000000, 1.860305,-78.000000, 2.132013
no,-17.000000,-25.000000, 2.168258,-77.000000, 2.371416
no,-17.000000,-25.000000, 2.054773,-77.000000, 2.175658
no,-17.000000,-25.000000, 1.734917,-77.000000, 1.687787
no,-19.000000,-25.000000, 1.583460,-79.000000, 1.381476
no,-19.000000,-25.000000, 1.784744,-79.000000, 1.694458
no,-19.000000,-25.000000, 2.127406,-79.000000, 1.959139
no,-19.000000,-25.000000, 1.980514,-80.000000, 1.782393
no,-19.000000,-25.000000, 1.984943,-78.000000, 2.039608
no,-19.000000,-25.000000, 2.000000,-78.000000, 1.984416
no,-19.000000,-25.000000, 2.083406,-78.000000, 2.269840
no,-19.000000,-25.000000, 1.630693,-76.000000, 2.480858
no,-19.000000,-25.000000, 1.662269,-76.000000, 2.281039
no,-19.000000,-25.000000, 1.463166,-76.000000, 1.961792
no,-20.000000,-25.000000, 1.260040,-79.000000, 1.419762
no,-21.000000,-25.000000, 0.981887,-81.000000, 1.598076
no,-19.000000,-25.000000, 1.773306,-82.000000, 1.745323
no,-18.000000,-25.000000, 2.234525,-80.000000, 2.542512
no,-18.000000,-25.000000, 2.409899,-78.000000, 2.666050
no,-18.000000,-25.000000, 2.297978,-78.000000, 2.645870
no,-18.000000,-25.000000, 2.203569,-78.000000, 2.312608
no,-19.000000,-25.000000, 1.842892,-80.000000, 2.112676
no,-19.000000,-25.000000, 1.835738,-80.000000, 2.073659
no,-20.000000,-25.000000, 1.607805,-81.000000, 2.076137
no,-17.000000,-25.000000, 2.152160,-79.000000, 2.466017
no,-17.000000,-25.000000, 2.111242,-79.000000, 2.408260
no,-17.000000,-25.000000, 1.997456,-79.000000, 2.181328
no,-22.000000,-25.000000, 0.786887,-82.000000, 1.744544
no,-16.000000,-25.000000, 1.570648,-74.000000, 2.490468
no,-16.000000,-25.000000, 1.479961,-74.000000, 2.257093
no,-16.000000,-25.000000, 1.515684,-74.000000, 2.080945
no,-23.000000,-25.000000, 0.404304,-80.000000, 1.432006
no,-21.000000,-25.000000, 0.767530,-78.000000, 1.432006
no,-21.000000,-25.000000, 0.657995,-78.000000, 1.854852
no,-21.000000,-25.000000, 0.633125,-78.000000, 2.237331
no,-24.000000,-25.000000, 0.181020,-81.000000, 1.651827
no,-24.000000,-25.000000, 0.129099,-83.000000, 1.338162
no,-22.000000,-25.000000, 0.566484,-81.000000, 1.346265
no,-22.000000,-25.000000, 0.676273,-81.000000, 1.556742
